name,id,sub1,sub2,sub3,marks,percentage,result,course_enrollment_date,study_hrs_per_day,age,grade,random_color,device_id
     NAVEEN AGARWAL     ,       143        ,   66   ,   97   ,   69   ,   66+97+69   ,   77.33   ,   Pass   ,"   July 25, 2021   ",   7.5   ,   16   ,   A    ,   white   ,   E78A9D76   
     TEJA REDDY     ,    STU-0144    ,   86   ,   150   ,   57   ,   error   ,   64.0   ,   Pass   ,"   March 26, 2023   ",   3.6   ,   19   ,   B   ,   red   ,   None   
      naveen sharma      ,     00145     ,   138   ,   97   ,   76   ,   138+97+76   ,   89.67   ,   Pass   ,   14-Feb-2022   ,    two    ,   7   ,   A+   ,   blue   ,   A5933D98   
      teja sharma      ,    STU-0146    ,   92   ,   93   ,   -24   ,   92+93+-24   ,   84.33   ,   Pass   ,"   April 01, 2023   ",   1.3   ,   18.5   ,   A   ,   green   ,   1E1BDD2A   
     DIVYA SHARMA     ,     00147     ,   86   ,   46   ,   99   ,   86+46+99   ,   77.0%   ,   Pass   ,   03-30-2020   ,   1.9   ,   19.5   ,   None   ,   red   ,   8DC587FA   
     Pooja Patel      ,     00148     ,   46   ,   ?   ,   AB   ,   46+?+AB   ,   45.33   ,   Pass   ,   05-11-2023   ,   5.7   ,   16   ,   Below Avg   ,   blue   ,   386779F9   
      anita khan      ,       149        ,   73   ,   51   ,   30   ,   154   ,   142.94   ,   Pass   ,"   June 26, 2024   ",   2.2   ,   18.5   ,   Average   ,   green   ,   0BECC969   
     POOJA KHAN     ,       150        ,   36   ,   -18   ,   92   ,   174   ,   -1.72   ,   Pass   ,   None   ,     2.7 hrs    ,   16   ,   Average   ,   None   ,   4C9586D3   
     Divya Reddy      ,       151        ,   37   ,   150   ,   96   ,   missing   ,   57.33   ,   Pass   ,   15-Jun-2020   ,   3.6   ,     18 years    ,   Average   ,   green   ,   CE5C5990   
     DIVYA SHARMA     ,     00152     ,   90   ,   ?   ,   33   ,   90+?+33   ,   -13.25   ,   Pass   ,   None   ,   7.3   ,   None   ,   B   ,   black   ,   99A389D3   
     VARUN KHAN     ,     00153     ,   138   ,   51   ,   AB   ,   231   ,   null   ,   Pass   ,   2023-05-27   ,   35.8   ,   18   ,   None   ,   green   ,   8C5D9C8B   
     SHIVA AGARWAL     ,    STU-0154    ,   36   ,   79   ,   54   ,   169   ,   56.33   ,   Pass   ,   None   ,   None   ,   11   ,   C   ,   black   ,   5481EDBE   
      akash goud      ,     id_155    ,   36   ,   43   ,   76   ,   36+43+76   ,   51.67   ,   Pass   ,   None   ,   0.5   ,   19   ,   C   ,   blue   ,   None   
     ROHIT RAO     ,       156        ,   -10   ,   93   ,   67   ,   -10+93+67   ,   82.67   ,   Pass   ,   03-02-2018   ,   7.2   ,   16.5   ,   A   ,   green   ,   2B1744CB   
     POOJA GOUD     ,     S157X     ,   35   ,   ?   ,   44   ,   35+?+44   ,   108.96   ,   Pass   ,   13/12/2020   ,   24.3   ,   18   ,   C   ,      ,   7EF9BC05   
     Harika Gupta      ,    STU-0158    ,   138   ,   58   ,   107   ,   138+58+107   ,   67.67   ,   Pass   ,"   August 31, 2022   ",   None   ,   16   ,   Good   ,   blue   ,   28B331A9   
      devika naidu      ,    STU-0159    ,   36   ,   65   ,   50   ,   151   ,   50.33   ,   Pass   ,"   March 06, 2018   ",   1.4   ,   16   ,   C   ,   red   ,   None   
      akash sharma      ,   160   ,   None   ,   81   ,   86   ,   None+81+86   ,   84.67   ,   Pass   ,"   August 09, 2019   ",   2.4   ,   17   ,   A    ,   N/A   ,   5EEDA37C   
      rahul naidu      ,       161        ,   78   ,   36   ,   AB   ,   78+36+AB   ,   65.33   ,   Pass   ,"   September 24, 2022   ",     0.9 hrs    ,   17   ,   B   ,   blue   ,   F0E43DAC   
     DIVYA KHAN     ,    STU-0162    ,   66   ,   58   ,   75   ,   66+58+75   ,   66.33   ,   Pass   ,   28/01/2024   ,   None   ,   19   ,   Good   ,   green   ,   EB7E014B   
     ANITA SHARMA     ,   163   ,   66   ,   40   ,   107   ,   149   ,   49.67   ,   Pass   ,"   June 19, 2019   ",   6.3   ,   16   ,   Below Avg   ,      ,   2C8F1E1D   
     Sanjana Varma      ,     S164X     ,   None   ,   62   ,   46   ,   197   ,   65.67   ,   Pass   ,   26-Nov-2023   ,   3.7   ,   19   ,   B+   ,   yellow   ,   None   
     NAVEEN GOUD     ,     S165X     ,   90   ,   35   ,   68   ,   193   ,   64.33   ,   Pass   ,   14-Feb-2023   ,     6.9 hrs    ,   9   ,   None   ,   red   ,   32770271   
      vikram rao      ,       166        ,   51   ,   61   ,   38   ,   150   ,   50.0   ,   Pass   ,   01/10/2020   ,   -2.0   ,   16   ,   Below Avg   ,   N/A   ,   81B85286   
     Sneha Varma      ,     00167     ,   -10   ,   80   ,   35   ,   187   ,   62.33   ,   Pass   ,   04/11/2024   ,   5.7   ,   61   ,   B+   ,   red   ,   43B6C996   
     Meena Goud      ,   168   ,   58   ,   150   ,   -24   ,   197   ,   65.67   ,   Pass   ,"   May 14, 2021   ",   6.8   ,   18   ,   None   ,   None   ,   C090947E   
     TEJA NAIDU     ,     00169     ,   45   ,   55   ,   88   ,   188   ,   62.67   ,   Pass   ,   2020-11-05   ,   2.9   ,   18   ,   B   ,   blue   ,   88B00FE1   
      sanjana goud      ,     S170X     ,   50   ,   75   ,   75   ,   50+75+75   ,   66.67   ,   Pass   ,   11-23-2018   ,   6.1   ,     19 years    ,   B   ,   red   ,   763200C3   
      divya agarwal      ,     S171X     ,   93   ,   58   ,   67   ,   93+58+67   ,   72.67   ,   Pass   ,   None   ,   2.4   ,   65   ,   Good   ,   yellow   ,   6983BE2F   
     RAHUL AGARWAL     ,     id_172    ,   37   ,   33   ,   43   ,   113   ,   37.67   ,   Fail   ,   02-Jan-2018   ,   2.4   ,   18   ,   None   ,   yellow   ,   0013AEC3   
     DEVIKA SHARMA     ,     id_173    ,   54   ,   42   ,   91   ,   54+42+91   ,   -19.75   ,   Pass   ,   2020-10-30   ,   0.9   ,   19   ,   B+   ,   blue   ,   5A8FD588   
     VIKRAM GOUD     ,     id_174    ,   93   ,   150   ,   64   ,   93+150+64   ,   141.4   ,   Pass   ,   17/10/2024   ,   27.7   ,   18.5   ,   B   ,   black   ,   A7EE15B7   
     ANITA SHARMA     ,     id_175    ,   AB   ,   44   ,   48   ,   AB+44+48   ,   54.0   ,   Pass   ,   2018-05-05   ,   -5.8   ,   64   ,   Average   ,   yellow   ,   C917E04D   
     Sanjana Gupta      ,    STU-0176    ,   -10   ,   58   ,   59   ,   -10+58+59   ,   56.67   ,   Pass   ,   09/01/2021   ,   7.5   ,   9   ,   Average   ,   yellow   ,   None   
      suresh goud      ,     id_177    ,   53   ,   58   ,   54   ,   165   ,   55.0   ,   Pass   ,   07-Dec-2024   ,   4.8   ,     17 years    ,   C   ,   black   ,   None   
     Divya Varma      ,    STU-0178    ,   54   ,   None   ,   107   ,   184   ,   61.33   ,   Pass   ,   05-Feb-2023   ,   32.7   ,   None   ,   Good   ,   red   ,   7D185E72   
     Akash Varma      ,    STU-0179    ,   86   ,   31   ,   AB   ,   86+31+AB   ,   53.33%   ,   Pass   ,"   March 19, 2021   ",     6.6 hrs    ,   62   ,   C   ,   yellow   ,   4BAF3C73   
     SURESH AGARWAL     ,       180        ,   67   ,   76   ,   55   ,   67+76+55   ,   154.49   ,   Pass   ,   05-09-2018   ,   None   ,   19   ,   Good   ,   green   ,   FC855E0C   
     PRASAD GOUD     ,    STU-0181    ,   74   ,   51   ,   51   ,   error   ,   58.67   ,   Pass   ,   14-Mar-2019   ,    0    ,   17   ,   Average   ,   white   ,   39744E0A   
     KIRAN SHARMA     ,    STU-0182    ,   73   ,   -18   ,   77   ,   N/A   ,   118.4   ,   Pass   ,   21/01/2020   ,   0.9   ,   19   ,   None   ,   white   ,   66A843AE   
     VARUN GOUD     ,     id_183    ,   138   ,   ?   ,   80   ,   211   ,   70.33   ,   Pass   ,   None   ,   5.5   ,   18   ,   Good   ,   yellow   ,   id_missing   
      kiran reddy      ,   None   ,   45   ,   85   ,   32   ,   45+85+32   ,   54.0%   ,   Pass   ,   05-06-2021   ,   7.6   ,   16.5   ,   Average   ,   red   ,   1470B247   
     Akash Gupta      ,     00185     ,   91   ,   50   ,   71   ,   212   ,   101.5   ,   Pass   ,"   March 08, 2024   ",   1.1   ,   17   ,   B   ,   red   ,   F43EBB94   
     SURESH GUPTA     ,     id_186    ,   84   ,   76   ,   48   ,   error   ,   69.33   ,   Pass   ,   20/06/2020   ,   5.9   ,   18   ,   B   ,   blue   ,   7E58EC68   
     LOKESH AGARWAL     ,   187   ,   57   ,   150   ,   57   ,   57+150+57   ,   67.33   ,   Pass   ,"   September 24, 2023   ",   5.1   ,   17   ,   Good   ,   green   ,   66344549   
     Varun Agarwal      ,     id_188    ,   65   ,   35   ,   None   ,   65+35+None   ,   58.0   ,   Pass   ,   07-26-2021   ,   None   ,   17   ,   Average   ,   red   ,   E00A53D5   
     Rahul Sharma      ,    STU-0189    ,   138   ,   48   ,   92   ,   216   ,   72.0   ,   Pass   ,   12-04-2021   ,   None   ,   16   ,   B+   ,   black   ,   D2684277   
     SNEHA GUPTA     ,     00190     ,   41   ,   86   ,   48   ,   41+86+48   ,   58.33   ,   Pass   ,   13-Nov-2024   ,     2.8 hrs    ,   18   ,   Average   ,   None   ,   8CBCE66C   
     SANJANA REDDY     ,     id_191    ,   50   ,   98   ,   76   ,   50+98+76   ,   74.67   ,   Pass   ,   2019-01-26   ,   0.4   ,   19   ,   B   ,   white   ,   4FBF5E6F   
      meena khan      ,     00192     ,   -10   ,   32   ,   43   ,   error   ,   -20.5   ,   Pass   ,   03/12/2020   ,    two    ,   17   ,   None   ,   green   ,   EE71739B   
      sanjana gupta      ,   193   ,   36   ,   ?   ,   67   ,   300/300   ,   44.33   ,   Pass   ,   2018-01-27   ,    0    ,   None   ,   Below Avg   ,   None   ,   8270EA7C   
     VARUN GUPTA     ,     S194X     ,   138   ,   87   ,   82   ,   138+87+82   ,   143.83   ,   Pass   ,   02/07/2019   ,   4.7   ,   None   ,   B   ,   yellow   ,   D0381F56   
     KIRAN GOUD     ,   195   ,   -10   ,   67   ,   90   ,   239   ,   79.67   ,   Pass   ,"   July 21, 2019   ",   32.9   ,   None   ,   A+   ,   black   ,   14C4AE6C   
      meena reddy      ,     S196X     ,   46   ,   44   ,   65   ,   46+44+65   ,   159.05   ,   Pass   ,   05-Dec-2019   ,   7.0   ,   17   ,   C   ,   black   ,   616B3409   
     MEENA VARMA     ,   None   ,   138   ,   63   ,   69   ,   203   ,   67.67   ,   Pass   ,   05-27-2021   ,     4.2 hrs    ,   None   ,   Good   ,   yellow   ,   0ADFAF7D   
     Pooja Sharma      ,     S198X     ,   138   ,   90   ,   59   ,   138+90+59   ,   132.13   ,   Pass   ,   04-Jul-2018   ,   None   ,   None   ,   None   ,   yellow   ,   44D5FC03   
     Meena Agarwal      ,       199        ,   43   ,   150   ,   38   ,   43+150+38   ,   48.33%   ,   Pass   ,   None   ,    two    ,   7   ,   D   ,   yellow   ,   C7EE53F8   
     Varun Khan      ,     id_200    ,   53   ,   150   ,   93   ,   53+150+93   ,   79.67   ,   Pass   ,   03-29-2023   ,   None   ,   18   ,   A   ,   yellow   ,   9F8FD980   
      vikram varma      ,       201        ,   82   ,   54   ,   62   ,   198   ,   66.0   ,   Pass   ,   04-27-2020   ,   7.5   ,   19   ,   B   ,   yellow   ,   D5C53CF4   
      teja gupta      ,     00202     ,   37   ,   ?   ,   81   ,   171   ,   57.0   ,   Pass   ,   22-Aug-2019   ,   0.7   ,     18 years    ,   C   ,   black   ,   A8E2A944   
     Varun Reddy      ,       203        ,   138   ,   41   ,   43   ,   138+41+43   ,   127.39   ,   Pass   ,   2020-03-16   ,   -2.0   ,   18   ,   Below Avg   ,   blue   ,   A50021C5   
      teja rao      ,     00204     ,   58   ,   47   ,   107   ,   58+47+107   ,   -22.91   ,   Pass   ,   None   ,   37.1   ,   16   ,   Good   ,   blue   ,   4E44E3C7   
      varun varma      ,     S205X     ,   AB   ,   44   ,   88   ,   AB+44+88   ,   73.33   ,   Pass   ,"   October 28, 2023   ",    two    ,   19   ,   B+   ,   red   ,   B5BBBDDE   
      suresh gupta      ,     S206X     ,   67   ,   None   ,   70   ,   193   ,   64.33   ,   Pass   ,   22-Feb-2023   ,     0.6 hrs    ,   17   ,   Good   ,   blue   ,   dev-123   
     Anita Patel      ,     S207X     ,   58   ,   89   ,   97   ,   58+89+97   ,   81.33   ,   Pass   ,"   September 26, 2024   ",   2.9   ,   9   ,   A   ,   white   ,   FA4874CB   
      kiran naidu      ,       208        ,   70   ,   75   ,   97   ,   error   ,   80.67   ,   Pass   ,   None   ,   0.7   ,   17.5   ,   Distinction   ,   blue   ,   25BED9E1   
     POOJA VARMA     ,     S209X     ,   72   ,   -18   ,   37   ,   72+-18+37   ,   51.67   ,   Pass   ,   21/06/2022   ,   4.7   ,   17   ,   C   ,   black   ,   BCAE6F5B   
     LOKESH RAO     ,       210        ,   59   ,   ?   ,   31   ,   missing   ,   None   ,   Pass   ,   01-26-2024   ,   1.8   ,   16   ,   Average   ,   yellow   ,   6A74CF13   
     DEVIKA VARMA     ,       211        ,   52   ,   -18   ,   70   ,   check   ,   53.0   ,   Pass   ,   2023-09-11   ,   None   ,   18   ,   Average   ,   yellow   ,   XXXXXXXX   
     POOJA REDDY     ,    STU-0212    ,   88   ,   56   ,   84   ,   88+56+84   ,   76.0   ,   Pass   ,   None   ,   6.3   ,   19   ,   A   ,   black   ,   7646B5A9   
     ROHIT PATEL     ,    STU-0213    ,   69   ,   150   ,   45   ,   69+150+45   ,   63.0   ,   Pass   ,   11-Apr-2023   ,    two    ,   67   ,   B   ,   white   ,   C0364C0F   
     AKASH GOUD     ,       214        ,   95   ,   79   ,   91   ,   95+79+91   ,   88.33   ,   Pass   ,   2019-09-09   ,   4.9   ,   17   ,   A    ,   blue   ,   A479C8B0   
     SNEHA GOUD     ,     00215     ,   75   ,   32   ,   77   ,   184   ,   123.49   ,   Pass   ,   2024-05-06   ,   6.9   ,   19   ,   None   ,   black   ,   AEF54633   
     Meena Agarwal      ,     id_216    ,   67   ,   93   ,   59   ,   67+93+59   ,   None   ,   Pass   ,   04-18-2021   ,    0    ,   18   ,   B+   ,   red   ,   94F25B4D   
     Harika Agarwal      ,   217   ,   67   ,   73   ,   41   ,   67+73+41   ,   60.33   ,   Pass   ,"   October 26, 2022   ",   None   ,   17   ,   Good   ,   None   ,   F40729A4   
     AKASH REDDY     ,    STU-0218    ,   48   ,   82   ,   107   ,   48+82+107   ,   154.17   ,   Pass   ,"   August 14, 2018   ",    0    ,   None   ,   B   ,   green   ,   C777B1D9   
     ANITA GOUD     ,       219        ,   55   ,   ?   ,   40   ,   55+?+40   ,   49.33   ,   Pass   ,   2019-11-01   ,     6.0 hrs    ,   7   ,   D   ,   red   ,   AD40D161   
     Teja Khan      ,   220   ,   82   ,   89   ,   93   ,   264   ,   88.0   ,   Pass   ,   10-30-2022   ,   -4.5   ,   16.5   ,   A   ,   white   ,   71B14B02   
     SURESH REDDY     ,    STU-0221    ,   -10   ,   32   ,   107   ,   -10+32+107   ,   55.0   ,   Pass   ,   05-Jul-2020   ,   2.0   ,   16   ,   C   ,   red   ,   AB33E2D4   
     Anita Khan      ,     id_222    ,   138   ,   49   ,   50   ,   138+49+50   ,   130.83%   ,   Pass   ,   12-14-2023   ,   3.4   ,   57   ,   D   ,   black   ,   9FAD1231   
     VARUN RAO     ,     00223     ,   41   ,   75   ,   98   ,   41+75+98   ,   71.33   ,   Pass   ,   10-23-2023   ,   27.5   ,   18   ,   None   ,   blue   ,   45B6DF79   
     Akash Patel      ,       224        ,   None   ,   44   ,   -24   ,   None+44+-24   ,   -7.69   ,   Pass   ,   04-29-2021   ,     0.3 hrs    ,     16 years    ,   Average   ,   yellow   ,   E25ACC55   
      divya agarwal      ,     id_225    ,   67   ,   54   ,   AB   ,   67+54+AB   ,   111.76   ,   Pass   ,   2022-09-02   ,     6.3 hrs    ,   18   ,   Average   ,   white   ,   B3D80165   
      anita patel      ,    STU-0226    ,   82   ,   46   ,   None   ,   224   ,   74.67   ,   Pass   ,   01-17-2023   ,     1.9 hrs    ,   16   ,   B+   ,   multi   ,   B0873614   
     Shiva Varma      ,       227        ,   93   ,   38   ,   73   ,   93+38+73   ,   68.0   ,   Pass   ,   06-07-2023   ,   1.2   ,   9   ,   None   ,   unknown   ,   9C12A871   
     SURESH REDDY     ,   228   ,   138   ,   67   ,   62   ,   138+67+62   ,   61.67   ,   Pass   ,   2018-02-25   ,   None   ,   19   ,   B+   ,   red   ,   28C35C03   
      varun reddy      ,     S229X     ,   64   ,   77   ,   90   ,   231   ,   77.0   ,   Pass   ,   12-21-2019   ,   0.2   ,   16   ,   A    ,   green   ,   820986E9   
     NAVEEN AGARWAL     ,     00230     ,   72   ,   89   ,   38   ,   72+89+38   ,   66.33   ,   Pass   ,   11/09/2023   ,   4.2   ,   8   ,   B+   ,   blue   ,   91C055E5   
      rohit rao      ,    STU-0231    ,   85   ,   92   ,   97   ,   85+92+97   ,   -4.68   ,   Pass   ,   28-Jul-2019   ,   1.7   ,   16   ,   A+   ,   blue   ,   7584D3EF   
     VARUN SHARMA     ,     00232     ,   88   ,   31   ,   64   ,   183   ,   61.0   ,   Pass   ,   29/10/2019   ,   35.0   ,   16   ,   Good   ,   green   ,   494925FB   
     AKASH KHAN     ,       233        ,   42   ,   40   ,   94   ,   42+40+94   ,   58.67   ,   Pass   ,   2018-10-11   ,   4.6   ,   7   ,   None   ,   yellow   ,   F134057E   
     AKASH SHARMA     ,     S234X     ,   61   ,   93   ,   37   ,   N/A   ,   63.67   ,   Pass   ,   2022-10-11   ,   -1.1   ,   19   ,   B+   ,   blue   ,   762AC4D6   
     DEVIKA AGARWAL     ,     id_235    ,   61   ,   50   ,   74   ,   check   ,   61.67%   ,   Pass   ,   2024-02-13   ,    0    ,   18   ,   Good   ,   green   ,   CEE75E6A   
     Devika Patel      ,     00236     ,   55   ,   47   ,   76   ,   178   ,   59.33   ,   Pass   ,   05-13-2019   ,   7.2   ,   16   ,   C   ,   red   ,   7B75752D   
     AKASH PATEL     ,   237   ,   64   ,   93   ,   107   ,   64+93+107   ,   75.33   ,   Pass   ,   None   ,    0    ,   17   ,   A   ,   None   ,   66E48099   
     DEVIKA AGARWAL     ,    STU-0238    ,   AB   ,   67   ,   83   ,   212   ,   70.67   ,   Pass   ,   05-10-2018   ,   0.6   ,   16   ,   Good   ,   green   ,   F2AE3677   
      vikram varma      ,   239   ,   98   ,   61   ,   75   ,   98+61+75   ,   78.0   ,   Pass   ,   10-01-2019   ,   25.4   ,   17   ,   Distinction   ,   unknown   ,   id_missing   
     Varun Patel      ,     00240     ,   95   ,   40   ,   76   ,   95+40+76   ,   70.33%   ,   Pass   ,   None   ,     6.4 hrs    ,   None   ,   B+   ,   blue   ,   EC4CC200   
      teja khan      ,     S241X     ,   82   ,   74   ,   44   ,   200   ,   122.0   ,   Pass   ,   2023-08-23   ,     1.3 hrs    ,   18   ,   B   ,   yellow   ,   2C3EF5CC   
      shiva goud      ,     id_242    ,   53   ,   62   ,   AB   ,   53+62+AB   ,   54.33   ,   Pass   ,   2024-10-27   ,   0.4   ,   19   ,   C   ,   yellow   ,   FA83413F   
     HARIKA AGARWAL     ,     id_243    ,   38   ,   70   ,   55   ,   38+70+55   ,   None   ,   Pass   ,   10-30-2024   ,   4.5   ,   17   ,   Average   ,   black   ,   None   
      rahul goud      ,   244   ,   69   ,   ?   ,   81   ,   69+?+81   ,   62.33   ,   Pass   ,   2020-09-12   ,   1.2   ,   55   ,   Good   ,   None   ,   BDDFFD62   
     Devika Varma      ,       245        ,   138   ,   40   ,   -24   ,   300/300   ,   63.0   ,   Pass   ,"   September 19, 2020   ",   6.7   ,   55   ,   Good   ,   yellow   ,   979A4183   
     Varun Khan      ,       246        ,   83   ,   80   ,   50   ,   83+80+50   ,   71.0   ,   Pass   ,   None   ,     2.9 hrs    ,     19 years    ,   None   ,   green   ,   None   
     DIVYA RAO     ,     S247X     ,   51   ,   None   ,   -24   ,   201   ,   67.0   ,   Pass   ,   11/04/2018   ,   7.3   ,     17 years    ,   B   ,   black   ,   E87F61A8   
     LOKESH NAIDU     ,     id_248    ,   78   ,   46   ,   67   ,   78+46+67   ,   None   ,   Pass   ,   02/02/2024   ,   4.5   ,   19   ,   B   ,   red   ,   D29C92AB   
      lokesh varma      ,   249   ,   64   ,   75   ,   49   ,   64+75+49   ,   -5.11   ,   Pass   ,   03/03/2019   ,   1.5   ,   18   ,   None   ,   blue   ,   4670B259   
     NAVEEN NAIDU     ,   None   ,   80   ,   61   ,   58   ,   199   ,   66.33   ,   Pass   ,   2018-02-10   ,   1.1   ,   16   ,   B+   ,   blue   ,   6495C1FB   
      teja sharma      ,   251   ,   40   ,   83   ,   80   ,   203   ,   67.67   ,   Pass   ,   05-Mar-2019   ,   4.6   ,   None   ,   None   ,   blue   ,   A623DE04   
      devika agarwal      ,     00252     ,   71   ,   49   ,   33   ,   error   ,   51.0   ,   Pass   ,   2018-12-10   ,   None   ,     19 years    ,   C   ,   green   ,   0A424363   
